sorghum3,Pv1_jcvi
Sobic.010G185900,No Gene
Sobic.010G186000,Pavagv11024579m
Sobic.010G186100,Pavagv11024577m
Sobic.010G186200,Pavagv11024575m
Sobic.010G186300,Pavagv11024570m
Sobic.010G186400,Pavagv11024566m
Sobic.010G186500,Pavagv11024565m
Sobic.010G186600,Pavagv11024564m
Sobic.010G186700,Pavagv11024561m
Sobic.010G186900,No Gene
Sobic.010G187000,No Gene
Sobic.010G187100,Pavagv11024555m
Sobic.010G187201,No Gene
Sobic.010G187300,No Gene
Sobic.010G187350,No Gene
Sobic.010G187400,Pavagv11024553m
Sobic.010G187500,Pavagv11024551m
Sobic.010G187600,Pavagv11024549m
Sobic.010G187700,No Gene
Sobic.010G187800,Pavagv11024547m
Sobic.010G187900,Pavagv11024546m
Sobic.010G187950,No Gene
Sobic.010G188000,Pavagv11024543m
Sobic.010G188100,Pavagv11024540m
Sobic.010G188200,Pavagv11024539m
Sobic.010G188300,Pavagv11024538m
Sobic.010G188400,Pavagv11024537m
Sobic.010G188500,Pavagv11024535m
Sobic.010G188600,Pavagv11024533m
Sobic.010G188700,No Gene
Sobic.010G188800,Pavagv11024532m
Sobic.010G188900,No Gene
Sobic.010G189000,Pavagv11024528m
Sobic.010G189100,Pavagv11024526m
Sobic.010G189200,Pavagv11024506m
Sobic.010G189300,Pavagv11024525m
Sobic.010G189366,Pavagv11024523m
Sobic.010G189432,Pavagv11024521m
Sobic.010G189500,Pavagv11024518m
Sobic.010G189600,Pavagv11024514m
Sobic.010G189700,Pavagv11024511m
Sobic.010G189800,Pavagv11024510m
Sobic.010G189900,Pavagv11024509m
Sobic.010G190001,Pavagv11024504m
Sobic.010G190100,No Gene
Sobic.010G190200,Pavagv11024503m
Sobic.010G190300,No Gene
Sobic.010G190350,No Gene
Sobic.010G190400,Pavagv11024499m
Sobic.010G190500,No Gene
Sobic.010G190600,Pavagv11024496m
Sobic.010G190700,Pavagv11024492m
Sobic.010G190800,No Gene
Sobic.010G190900,Pavagv11024484m
Sobic.010G191000,Pavagv11024482m
Sobic.010G191100,Pavagv11024480m
Sobic.010G191200,No Gene
Sobic.010G191301,Pavagv11024478m
Sobic.010G191400,No Gene
Sobic.010G191450,No Gene
Sobic.010G191500,No Gene
Sobic.010G191600,Pavagv11024479m
Sobic.010G191700,No Gene
Sobic.010G191750,No Gene
Sobic.010G191800,Pavagv11024471m
Sobic.010G191900,No Gene
Sobic.010G192200,Pavagv11024470m
Sobic.010G192300,No Gene
Sobic.010G192366,No Gene
Sobic.010G192432,Pavagv11024464m
Sobic.010G192500,Pavagv11024462m
Sobic.010G192600,Pavagv11024461m
Sobic.010G192700,No Gene
Sobic.010G192800,No Gene
Sobic.010G192900,No Gene
Sobic.010G193000,No Gene
Sobic.010G193100,No Gene
Sobic.010G193200,No Gene
Sobic.010G193300,No Gene
Sobic.010G193400,No Gene
Sobic.010G193501,No Gene
Sobic.010G193600,Pavagv11024456m
Sobic.010G193700,Pavagv11024450m
Sobic.010G193800,Pavagv11024448m
Sobic.010G193900,Pavagv11024447m
Sobic.010G194001,No Gene
Sobic.010G194100,No Gene
Sobic.010G194200,Pavagv11024445m
Sobic.010G194300,Pavagv11024444m
Sobic.010G194400,Pavagv11024439m
Sobic.010G194500,Pavagv11024434m
Sobic.010G194600,Pavagv11024426m
Sobic.010G194700,Pavagv11024419m
Sobic.010G194801,No Gene
Sobic.010G194900,Pavagv11024414m
Sobic.010G195000,Pavagv11024413m
Sobic.010G195100,Pavagv11024411m
Sobic.010G195200,Pavagv11024409m
Sobic.010G195301,Pavagv11024403m
Sobic.010G195400,No Gene
Sobic.010G195450,No Gene
Sobic.010G195500,No Gene
Sobic.010G195600,Pavagv11024401m
Sobic.010G195701,No Gene
Sobic.010G195800,Pavagv11024396m
Sobic.010G195901,No Gene
Sobic.010G196000,Pavagv11024394m
Sobic.010G196100,Pavagv11024393m
Sobic.010G196200,Pavagv11024391m
Sobic.010G196300,Pavagv11024386m
Sobic.010G196400,Pavagv11024384m
Sobic.010G196433,No Gene
Sobic.010G196466,No Gene
Sobic.010G196500,Pavagv11024383m
Sobic.010G196600,Pavagv11024378m
Sobic.010G196700,No Gene
Sobic.010G196800,Pavagv11024377m
Sobic.010G196900,Pavagv11024376m
Sobic.010G197000,Pavagv11024373m
Sobic.010G197200,Pavagv11024372m
Sobic.010G197300,Pavagv11024369m
Sobic.010G197400,Pavagv11024368m
Sobic.010G197500,Pavagv11024363m
Sobic.010G197566,No Gene
Sobic.010G197632,No Gene
Sobic.010G197700,Pavagv11024359m
Sobic.010G197800,Pavagv11024358m
Sobic.010G197900,Pavagv11024357m
Sobic.010G198000,Pavagv11024355m
Sobic.010G198100,Pavagv11024353m
Sobic.010G198200,Pavagv11024352m
Sobic.010G198400,No Gene
Sobic.010G198500,No Gene
Sobic.010G198600,No Gene
Sobic.010G198700,No Gene
Sobic.010G198800,Pavagv11024349m
Sobic.010G198900,Pavagv11024347m
Sobic.010G199000,Pavagv11024346m
Sobic.010G199100,Pavagv11024345m
Sobic.010G199200,Pavagv11024344m
Sobic.010G199300,Pavagv11024342m
Sobic.010G199500,Pavagv11024340m
Sobic.010G199600,Pavagv11024336m
Sobic.010G199700,Pavagv11024335m
Sobic.010G199800,Pavagv11024334m
Sobic.010G199900,Pavagv11024333m
Sobic.010G200000,Pavagv11024329m
Sobic.010G200100,No Gene
Sobic.010G200200,No Gene
Sobic.010G200300,Pavagv11024323m
Sobic.010G200400,No Gene
Sobic.010G200600,Pavagv11024316m
Sobic.010G200700,Pavagv11024315m
Sobic.010G200800,Pavagv11024309m
Sobic.010G200900,Pavagv11024308m
Sobic.010G201000,No Gene
Sobic.010G201100,Pavagv11024307m
Sobic.010G201200,Pavagv11024305m
Sobic.010G201266,No Gene
Sobic.010G201332,No Gene
Sobic.010G201388,Pavagv11024304m
Sobic.010G201444,No Gene
Sobic.010G201500,Pavagv11024300m
Sobic.010G201600,Pavagv11024298m
Sobic.010G201700,Pavagv11024297m
Sobic.010G201900,Pavagv11024294m
Sobic.010G202000,Pavagv11024293m
Sobic.010G202100,Pavagv11024290m
Sobic.010G202200,No Gene
Sobic.010G202300,No Gene
Sobic.010G202400,No Gene
Sobic.010G202450,No Gene
Sobic.010G202500,Pavagv11024286m
Sobic.010G202600,Pavagv11024283m
Sobic.010G202700,Pavagv11024277m
Sobic.010G202800,Pavagv11024276m
Sobic.010G202900,Pavagv11024273m
Sobic.010G203000,No Gene
Sobic.010G203100,No Gene
Sobic.010G203150,No Gene
Sobic.010G203200,Pavagv11024272m
Sobic.010G203300,Pavagv11024270m
Sobic.010G203400,No Gene
Sobic.010G203500,Pavagv11024266m
Sobic.010G203600,Pavagv11024268m
Sobic.010G203700,No Gene
Sobic.010G203800,No Gene
Sobic.010G204000,No Gene
Sobic.010G204100,Pavagv11024257m
Sobic.010G204200,Pavagv11024256m
Sobic.010G204300,Pavagv11024255m
Sobic.010G204400,Pavagv11024254m
Sobic.010G204500,Pavagv11024253m
Sobic.010G204600,Pavagv11024252m
Sobic.010G204700,Pavagv11024250m
Sobic.010G204900,Pavagv11024248m
Sobic.010G205000,Pavagv11024245m
Sobic.010G205100,Pavagv11024242m
Sobic.010G205200,Pavagv11024240m
Sobic.010G205300,Pavagv11024239m
Sobic.010G205400,No Gene
Sobic.010G205500,No Gene
Sobic.010G205600,No Gene
Sobic.010G205700,No Gene
Sobic.010G205800,Pavagv11024233m
Sobic.010G205900,Pavagv11024231m
Sobic.010G206000,Pavagv11024230m
Sobic.010G206100,Pavagv11024228m
Sobic.010G206200,No Gene
Sobic.010G206300,Pavagv11024227m
Sobic.010G206400,Pavagv11024218m
Sobic.010G206501,No Gene
Sobic.010G206600,No Gene
Sobic.010G206700,No Gene
Sobic.010G206800,Pavagv11024210m
Sobic.010G206900,Pavagv11024208m
Sobic.010G207100,Pavagv11024203m
Sobic.010G207175,No Gene
Sobic.010G207250,Pavagv11024201m
Sobic.010G207325,No Gene
Sobic.010G207400,Pavagv11024200m
Sobic.010G207450,No Gene
Sobic.010G207500,Pavagv11024198m
Sobic.010G207600,Pavagv11024197m
Sobic.010G207700,Pavagv11024195m
Sobic.010G207800,No Gene
Sobic.010G207900,Pavagv11024194m
Sobic.010G208000,Pavagv11024193m
Sobic.010G208100,Pavagv11024191m
Sobic.010G208200,No Gene
Sobic.010G208300,No Gene
Sobic.010G208400,No Gene
Sobic.010G208500,No Gene
Sobic.010G208600,Pavagv11024190m
Sobic.010G208700,No Gene
Sobic.010G208750,No Gene
Sobic.010G208800,No Gene
Sobic.010G208900,Pavagv11024187m
Sobic.010G209000,No Gene
Sobic.010G209100,Pavagv11024186m
Sobic.010G209200,No Gene
Sobic.010G209300,No Gene
Sobic.010G209400,Pavagv11024185m
Sobic.010G209501,No Gene
Sobic.010G209600,Pavagv11024182m
Sobic.010G209700,No Gene
Sobic.010G209800,Pavagv11024181m
Sobic.010G209900,Pavagv11024180m
Sobic.010G210000,Pavagv11024172m
Sobic.010G210050,No Gene
Sobic.010G210100,Pavagv11024171m
Sobic.010G210200,Pavagv11024166m
Sobic.010G210300,No Gene
Sobic.010G210400,No Gene
Sobic.010G210500,Pavagv11024163m
Sobic.010G210600,Pavagv11024162m
Sobic.010G210700,Pavagv11024153m
Sobic.010G210800,No Gene
Sobic.010G211000,No Gene
Sobic.010G210900,Pavagv11024151m
Sobic.010G211100,Pavagv11024149m
Sobic.010G211200,Pavagv11024148m
Sobic.010G211300,Pavagv11024146m
Sobic.010G211400,Pavagv11024142m
Sobic.010G211500,Pavagv11024141m
Sobic.010G211600,Pavagv11024140m
Sobic.010G211700,No Gene
Sobic.010G211800,No Gene
Sobic.010G211900,Pavagv11024137m
Sobic.010G212000,Pavagv11024136m
Sobic.010G212100,Pavagv11024135m
Sobic.010G212200,Pavagv11024134m
Sobic.010G212350,Pavagv11024132m
Sobic.010G212500,Pavagv11024129m
Sobic.010G212600,Pavagv11024127m
Sobic.010G212700,Pavagv11024126m
Sobic.010G212800,Pavagv11024125m
Sobic.010G212900,Pavagv11024121m
Sobic.010G213000,No Gene
Sobic.010G213100,No Gene
Sobic.010G213200,Pavagv11024120m
Sobic.010G213301,No Gene
Sobic.010G213400,Pavagv11024119m
Sobic.010G213500,Pavagv11024118m
Sobic.010G213600,Pavagv11024116m
Sobic.010G213700,No Gene
Sobic.010G213800,Pavagv11024115m
Sobic.010G213900,Pavagv11024114m
Sobic.010G214000,Pavagv11024113m
Sobic.010G214100,Pavagv11024111m
Sobic.010G214150,No Gene
Sobic.010G214200,Pavagv11024110m
Sobic.010G214300,No Gene
Sobic.010G214400,No Gene
Sobic.010G214500,No Gene
Sobic.010G214600,No Gene
Sobic.010G214700,Pavagv11024109m
Sobic.010G214800,Pavagv11024107m
Sobic.010G214900,Pavagv11024106m
Sobic.010G214950,No Gene
Sobic.010G215000,Pavagv11024099m
Sobic.010G215100,Pavagv11024094m
Sobic.010G215201,No Gene
Sobic.010G215300,No Gene
Sobic.010G215400,Pavagv11024092m
Sobic.010G215500,Pavagv11024091m
Sobic.010G215600,Pavagv11024089m
Sobic.010G215700,Pavagv11024085m
Sobic.010G215800,Pavagv11024083m
Sobic.010G215900,Pavagv11024082m
Sobic.010G216000,Pavagv11024081m
Sobic.010G216100,Pavagv11024078m
Sobic.010G216200,Pavagv11024077m
Sobic.010G216300,Pavagv11024074m
Sobic.010G216400,Pavagv11024073m
Sobic.010G216500,Pavagv11024060m
Sobic.010G216600,Pavagv11024058m
Sobic.010G216700,Pavagv11024055m
Sobic.010G216800,Pavagv11024054m
Sobic.010G216901,No Gene
Sobic.010G217001,No Gene
Sobic.010G217100,Pavagv11024045m
Sobic.010G217200,No Gene
Sobic.010G217400,Pavagv11024044m
Sobic.010G217466,No Gene
Sobic.010G217532,Pavagv11024042m
Sobic.010G217600,Pavagv11024038m
Sobic.010G217700,Pavagv11024032m
Sobic.010G217800,Pavagv11024031m
Sobic.010G217900,Pavagv11024030m
Sobic.010G218000,Pavagv11024029m
Sobic.010G218100,Pavagv11024026m
Sobic.010G218200,Pavagv11024023m
Sobic.010G218300,Pavagv11024022m
Sobic.010G218400,Pavagv11024019m
Sobic.010G218500,Pavagv11024017m
Sobic.010G218600,Pavagv11024015m
Sobic.010G218700,No Gene
Sobic.010G218800,No Gene
Sobic.010G218900,No Gene
Sobic.010G219000,Pavagv11024014m
Sobic.010G219100,Pavagv11024013m
Sobic.010G219200,No Gene
Sobic.010G219300,No Gene
Sobic.010G219400,Pavagv11024008m
Sobic.010G219500,Pavagv11024006m
Sobic.010G219600,Pavagv11024005m
Sobic.010G219700,Pavagv11024004m
Sobic.010G219800,Pavagv11024003m
Sobic.010G219900,No Gene
Sobic.010G220000,Pavagv11023999m
Sobic.010G220100,Pavagv11023998m
Sobic.010G220200,Pavagv11023997m
Sobic.010G220300,Pavagv11023996m
Sobic.010G220400,Pavagv11023994m
Sobic.010G220500,Pavagv11023992m
Sobic.010G220600,Pavagv11023991m
Sobic.010G220700,Pavagv11023987m
Sobic.010G220800,Pavagv11023985m
Sobic.010G220900,Pavagv11023986m
Sobic.010G220966,No Gene
Sobic.010G221032,Pavagv11023983m
Sobic.010G221100,Pavagv11023981m
Sobic.010G221200,No Gene
Sobic.010G221300,Pavagv11023973m
Sobic.010G221400,Pavagv11023971m
Sobic.010G221500,Pavagv11023611m
Sobic.010G221600,Pavagv11023614m
Sobic.010G221700,No Gene
Sobic.010G221800,Pavagv11023617m
Sobic.010G221900,Pavagv11023618m
Sobic.010G222000,Pavagv11023630m
Sobic.010G222050,No Gene
Sobic.010G222100,Pavagv11023626m
Sobic.010G222200,Pavagv11023630m
Sobic.010G222300,No Gene
Sobic.010G222400,Pavagv11023630m
Sobic.010G222501,No Gene
Sobic.010G222600,Pavagv11023629m
Sobic.010G222666,No Gene
Sobic.010G222732,No Gene
Sobic.010G222800,No Gene
Sobic.010G222900,No Gene
Sobic.010G223100,Pavagv11023643m
Sobic.010G223200,Pavagv11023644m
Sobic.010G223300,No Gene
Sobic.010G223400,Pavagv11023645m
Sobic.010G223500,No Gene
Sobic.010G223600,No Gene
Sobic.010G223700,Pavagv11023647m
Sobic.010G223800,No Gene
Sobic.010G223900,Pavagv11023650m
Sobic.010G224000,Pavagv11023651m
Sobic.010G224100,Pavagv11023653m
Sobic.010G224200,Pavagv11023655m
Sobic.010G224300,No Gene
Sobic.010G224400,Pavagv11023667m
Sobic.010G224501,Pavagv11023668m
Sobic.010G224600,Pavagv11023670m
Sobic.010G224700,Pavagv11023671m
Sobic.010G224800,Pavagv11023672m
Sobic.010G224900,Pavagv11023673m
Sobic.010G225001,No Gene
Sobic.010G225100,Pavagv11023675m
Sobic.010G225125,No Gene
Sobic.010G225150,No Gene
Sobic.010G225175,No Gene
Sobic.010G225201,No Gene
Sobic.010G225226,No Gene
Sobic.010G225251,No Gene
Sobic.010G225276,No Gene
Sobic.010G225300,No Gene
Sobic.010G225400,Pavagv11023700m
Sobic.010G225500,No Gene
Sobic.010G225600,No Gene
Sobic.010G225701,Pavagv11023708m
Sobic.010G225801,No Gene
Sobic.010G225900,Pavagv11023697m
Sobic.010G225950,No Gene
Sobic.010G226000,Pavagv11023712m
Sobic.010G226100,No Gene
Sobic.010G226201,No Gene
Sobic.010G226300,No Gene
Sobic.010G226400,No Gene
Sobic.010G226500,No Gene
Sobic.010G226600,No Gene
Sobic.010G226700,Pavagv11023728m
Sobic.010G226800,Pavagv11023727m
Sobic.010G226901,No Gene
Sobic.010G227000,No Gene
Sobic.010G227100,Pavagv11023734m
Sobic.010G227150,No Gene
Sobic.010G227200,Pavagv11023735m
Sobic.010G227300,Pavagv11023737m
Sobic.010G227400,Pavagv11023738m
Sobic.010G227600,Pavagv11023740m
Sobic.010G227800,Pavagv11023742m
Sobic.010G227900,No Gene
Sobic.010G227950,No Gene
Sobic.010G228000,Pavagv11023747m
Sobic.010G228100,Pavagv11023749m
Sobic.010G228200,No Gene
Sobic.010G228300,No Gene
Sobic.010G228400,Pavagv11023759m
Sobic.010G228500,Pavagv11023761m
Sobic.010G228600,No Gene
Sobic.010G228700,Pavagv11023763m
Sobic.010G228800,No Gene
Sobic.010G229000,Pavagv11023764m
Sobic.010G229025,No Gene
Sobic.010G229050,No Gene
Sobic.010G229075,No Gene
Sobic.010G229100,No Gene
Sobic.010G229200,No Gene
Sobic.010G229300,Pavagv11023766m
Sobic.010G229400,Pavagv11023767m
Sobic.010G229450,Pavagv11023769m
Sobic.010G229500,Pavagv11023770m
Sobic.010G229600,No Gene
Sobic.010G229801,Pavagv11023782m
Sobic.010G230000,Pavagv11023788m
Sobic.010G230100,No Gene
Sobic.010G230200,Pavagv11023790m
Sobic.010G230300,Pavagv11023792m
Sobic.010G230400,Pavagv11023793m
Sobic.010G230500,Pavagv11023794m
Sobic.010G230600,Pavagv11023795m
Sobic.010G230700,No Gene
Sobic.010G230800,No Gene
Sobic.010G230900,No Gene
Sobic.010G231000,No Gene
Sobic.010G231050,No Gene
Sobic.010G231100,No Gene
Sobic.010G231200,No Gene
Sobic.010G231300,Pavagv11023802m
Sobic.010G231350,No Gene
Sobic.010G231400,No Gene
Sobic.010G231500,No Gene
Sobic.010G231600,Pavagv11023803m
Sobic.010G231700,Pavagv11023804m
Sobic.010G231800,No Gene
Sobic.010G231900,Pavagv11023809m
Sobic.010G232000,Pavagv11023810m
Sobic.010G232100,Pavagv11023811m
Sobic.010G232200,No Gene
Sobic.010G232300,Pavagv11023812m
Sobic.010G232400,No Gene
Sobic.010G232500,Pavagv11023813m
Sobic.010G232600,Pavagv11023818m
Sobic.010G232700,No Gene
Sobic.010G232750,No Gene
Sobic.010G232800,No Gene
Sobic.010G232900,Pavagv11023820m
Sobic.010G233000,Pavagv11023826m
Sobic.010G233100,No Gene
Sobic.010G233200,Pavagv11023828m
Sobic.010G233300,Pavagv11023829m
Sobic.010G233400,Pavagv11023832m
Sobic.010G233450,No Gene
Sobic.010G233500,No Gene
Sobic.010G233600,No Gene
Sobic.010G233700,No Gene
Sobic.010G233800,Pavagv11023834m
Sobic.010G233900,Pavagv11023836m
Sobic.010G234000,Pavagv11023838m
Sobic.010G234100,No Gene
Sobic.010G234200,Pavagv11023840m
Sobic.010G234300,No Gene
Sobic.010G234400,No Gene
Sobic.010G234500,No Gene
Sobic.010G234600,Pavagv11023845m
Sobic.010G234700,Pavagv11023846m
Sobic.010G234800,Pavagv11023847m
Sobic.010G234900,Pavagv11023848m
Sobic.010G235000,Pavagv11023849m
Sobic.010G235100,No Gene
Sobic.010G235200,No Gene
Sobic.010G235300,Pavagv11023853m
Sobic.010G235400,No Gene
Sobic.010G235500,No Gene
Sobic.010G235550,No Gene
Sobic.010G235600,No Gene
Sobic.010G235700,No Gene
Sobic.010G235800,Pavagv11023855m
Sobic.010G235900,No Gene
Sobic.010G236000,No Gene
Sobic.010G236100,Pavagv11023857m
Sobic.010G236200,Pavagv11023859m
Sobic.010G236300,Pavagv11023866m
Sobic.010G236400,Pavagv11023867m
Sobic.010G236500,Pavagv11023876m
Sobic.010G236600,Pavagv11023879m
Sobic.010G236700,No Gene
Sobic.010G236800,Pavagv11023881m
Sobic.010G236900,Pavagv11023882m
Sobic.010G236950,No Gene
Sobic.010G237000,Pavagv11023883m
Sobic.010G237100,No Gene
Sobic.010G237200,Pavagv11023885m
Sobic.010G237300,No Gene
Sobic.010G237400,No Gene
Sobic.010G237500,Pavagv11023886m
Sobic.010G237650,Pavagv11023887m
Sobic.010G237800,No Gene
Sobic.010G237900,Pavagv11023894m
Sobic.010G238000,No Gene
Sobic.010G238100,Pavagv11023905m
Sobic.010G238300,Pavagv11023906m
Sobic.010G238400,No Gene
Sobic.010G238500,Pavagv11023911m
Sobic.010G238600,No Gene
Sobic.010G238700,Pavagv11023919m
Sobic.010G238800,Pavagv11023920m
Sobic.010G238900,Pavagv11023923m
Sobic.010G239033,No Gene
Sobic.010G239166,No Gene
Sobic.010G239300,No Gene
Sobic.010G239400,No Gene
Sobic.010G239500,Pavagv11023925m
Sobic.010G239600,Pavagv11023927m
Sobic.010G239700,No Gene
Sobic.010G239800,No Gene
Sobic.010G239900,Pavagv11023928m
Sobic.010G240001,No Gene
Sobic.010G240100,No Gene
Sobic.010G240200,No Gene
Sobic.010G240300,No Gene
Sobic.010G240400,Pavagv11023931m
Sobic.010G240500,Pavagv11023932m
Sobic.010G240600,No Gene
Sobic.010G240700,Pavagv11023934m
Sobic.010G240800,Pavagv11023936m
Sobic.010G240900,Pavagv11023941m
Sobic.010G241000,No Gene
Sobic.010G241100,Pavagv11023943m
Sobic.010G241200,Pavagv11023945m
Sobic.010G241300,Pavagv11023952m
Sobic.010G241400,No Gene
Sobic.010G241450,No Gene
Sobic.010G241500,Pavagv11023954m
Sobic.010G241600,No Gene
Sobic.010G241700,Pavagv11023955m
Sobic.010G241800,No Gene
Sobic.010G241900,Pavagv11023960m
Sobic.010G242000,No Gene
Sobic.010G242100,Pavagv11023963m
Sobic.010G242200,Pavagv11023964m
Sobic.010G242300,No Gene
Sobic.010G242400,No Gene
Sobic.010G242500,Pavagv11023947m
Sobic.010G242600,No Gene
Sobic.010G242700,No Gene
Sobic.010G242800,No Gene
Sobic.010G242900,No Gene
Sobic.010G243000,No Gene
Sobic.010G243100,No Gene
Sobic.010G243200,No Gene
Sobic.010G243300,No Gene
Sobic.010G243400,No Gene
Sobic.010G243600,No Gene
Sobic.010G243700,No Gene
Sobic.010G243800,No Gene
Sobic.010G243900,No Gene
Sobic.010G244000,No Gene
Sobic.010G244100,No Gene
Sobic.010G244150,No Gene
Sobic.010G244200,No Gene
Sobic.010G244300,No Gene
Sobic.010G244400,No Gene
Sobic.010G244500,No Gene
Sobic.010G244600,No Gene
Sobic.010G244701,No Gene
Sobic.010G244800,No Gene
Sobic.010G244900,No Gene
Sobic.010G245000,No Gene
Sobic.010G245100,No Gene
Sobic.010G245200,Pavagv11023606m
Sobic.010G245300,Pavagv11023605m
Sobic.010G245400,No Gene
Sobic.010G245500,Pavagv11023596m
Sobic.010G245601,No Gene
Sobic.010G245701,No Gene
Sobic.010G245800,Pavagv11023595m
Sobic.010G245900,No Gene
Sobic.010G246000,Pavagv11023593m
Sobic.010G246066,No Gene
Sobic.010G246132,Pavagv11023592m
Sobic.010G246200,Pavagv11023588m
Sobic.010G246300,Pavagv11023587m
Sobic.010G246400,No Gene
Sobic.010G246500,Pavagv11023584m
Sobic.010G246600,Pavagv11023582m
Sobic.010G246650,No Gene
Sobic.010G246700,Pavagv11023581m
Sobic.010G246800,No Gene
Sobic.010G246900,No Gene
Sobic.010G247000,Pavagv11023580m
Sobic.010G247100,Pavagv11023579m
Sobic.010G247200,Pavagv11023578m
Sobic.010G247300,No Gene
Sobic.010G247400,No Gene
Sobic.010G247500,Pavagv11023574m
Sobic.010G247600,Pavagv11023571m
Sobic.010G247700,No Gene
Sobic.010G247800,Pavagv11023570m
Sobic.010G247750,No Gene
Sobic.010G247900,No Gene
Sobic.010G248000,Pavagv11023569m
Sobic.010G248100,Pavagv11023565m
Sobic.010G248150,No Gene
Sobic.010G248200,Pavagv11023553m
Sobic.010G248301,Pavagv11023550m
Sobic.010G248400,No Gene
Sobic.010G248500,No Gene
Sobic.010G248600,No Gene
Sobic.010G248700,No Gene
Sobic.010G248800,No Gene
Sobic.010G248900,Pavagv11023542m
Sobic.010G249000,No Gene
Sobic.010G249100,Pavagv11023534m
Sobic.010G249200,Pavagv11023532m
Sobic.010G249300,Pavagv11023531m
Sobic.010G249400,Pavagv11023530m
Sobic.010G249500,Pavagv11023528m
Sobic.010G249600,Pavagv11023527m
Sobic.010G249700,No Gene
Sobic.010G249800,No Gene
Sobic.010G249900,No Gene
Sobic.010G250000,Pavagv11023522m
Sobic.010G250100,Pavagv11023513m
Sobic.010G250200,Pavagv11023512m
Sobic.010G250300,Pavagv11023510m
Sobic.010G250400,Pavagv11023509m
Sobic.010G250500,Pavagv11023508m
Sobic.010G250600,Pavagv11023507m
Sobic.010G250700,No Gene
Sobic.010G250800,Pavagv11023506m
Sobic.010G250900,Pavagv11023505m
Sobic.010G251000,No Gene
Sobic.010G251100,Pavagv11023499m
Sobic.010G251200,Pavagv11023495m
Sobic.010G251300,Pavagv11023493m
Sobic.010G251400,No Gene
Sobic.010G251501,No Gene
Sobic.010G251600,Pavagv11023491m
Sobic.010G251700,Pavagv11023490m
Sobic.010G251800,No Gene
Sobic.010G251900,No Gene
Sobic.010G252000,No Gene
Sobic.010G252100,No Gene
Sobic.010G252200,No Gene
Sobic.010G252301,No Gene
Sobic.010G252401,Pavagv11023488m
Sobic.010G252500,Pavagv11023487m
Sobic.010G252550,No Gene
Sobic.010G252600,Pavagv11023485m
Sobic.010G252700,No Gene
Sobic.010G252800,No Gene
Sobic.010G252900,Pavagv11023476m
Sobic.010G253000,Pavagv11023474m
Sobic.010G253100,No Gene
Sobic.010G253200,Pavagv11023460m
Sobic.010G253250,No Gene
Sobic.010G253300,Pavagv11023459m
Sobic.010G253400,Pavagv11023452m
Sobic.010G253500,Pavagv11023454m
Sobic.010G253600,No Gene
Sobic.010G253700,No Gene
Sobic.010G253800,Pavagv11023449m
Sobic.010G253901,No Gene
Sobic.010G254000,No Gene
Sobic.010G254100,Pavagv11023445m
Sobic.010G254200,Pavagv11023442m
Sobic.010G254300,Pavagv11023437m
Sobic.010G254401,No Gene
Sobic.010G254500,No Gene
Sobic.010G254801,Pavagv11023432m
Sobic.010G254700,Pavagv11023434m
Sobic.010G254900,Pavagv11023431m
Sobic.010G255000,Pavagv11023430m
Sobic.010G255100,Pavagv11023429m
Sobic.010G255200,No Gene
Sobic.010G255300,Pavagv11023426m
Sobic.010G255400,Pavagv11023424m
Sobic.010G255500,Pavagv11023421m
Sobic.010G255600,Pavagv11023420m
Sobic.010G255700,Pavagv11023419m
Sobic.010G255800,Pavagv11023418m
Sobic.010G255900,No Gene
Sobic.010G256000,Pavagv11023415m
Sobic.010G256100,Pavagv11023414m
Sobic.010G256200,Pavagv11023412m
Sobic.010G256300,Pavagv11023411m
Sobic.010G256400,Pavagv11023408m
Sobic.010G256433,No Gene
Sobic.010G256466,No Gene
Sobic.010G256500,Pavagv11023407m
